evaluation_run_id,timestamp_utc,phase,block,repetition,order_index,parent_experiment,parent_execution_mode,composition_id,comparison_group,binding_mode,component_index,component_name,component_family,proving_system,witness_time_s,prove_time_s,verify_time_s,total_online_time_s,proof_size_bytes,public_size_bytes,verification_ok,binding_ok,status,error
20260728T123050Z_paper_groth16,2026-07-28T12:37:00.426193+00:00,measured,1,1,45,separate_account_budget_16,separate,account_budget_b16,baseline,unbound,1,local_financial_validity_16,local_financial_validity,groth16,0.021079527999972925,0.3010704270000133,0.2580342979999841,0.5801842529999703,803,3,True,,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:37:00.426193+00:00,measured,1,1,45,separate_account_budget_16,separate,account_budget_b16,baseline,unbound,2,state_transition_and_conservation_16,state_transition_and_conservation,groth16,0.022469101000069713,0.34925396700009514,0.2820526680000057,0.6537757360001706,806,3,True,,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:37:00.426193+00:00,measured,1,1,45,separate_account_budget_16,separate,account_budget_b16,baseline,unbound,3,operating_limit_16,operating_limit,groth16,0.021281383000086862,0.30560951500001465,0.26933031099997606,0.5962212090000776,808,12,True,,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:37:00.426193+00:00,measured,1,1,45,separate_account_budget_16,separate,account_budget_b16,baseline,unbound,4,privacy_budget_16,privacy_budget,groth16,0.017761362000101144,0.29119472500019583,0.2515200450000066,0.5604761320003036,805,11,True,,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:37:01.615603+00:00,measured,1,1,46,separate_valid_limit_16,separate,valid_limit_b16,baseline,unbound,1,local_financial_validity_16,local_financial_validity,groth16,0.022439258000076734,0.2910636879998947,0.2526189650000106,0.566121910999982,807,3,True,,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:37:01.615603+00:00,measured,1,1,46,separate_valid_limit_16,separate,valid_limit_b16,baseline,unbound,2,operating_limit_16,operating_limit,groth16,0.023314406000054078,0.322312767999847,0.27639516799990815,0.6220223419998092,807,12,True,,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:37:02.784505+00:00,measured,1,2,1,separate_valid_limit_16,separate,valid_limit_b16,baseline,unbound,1,local_financial_validity_16,local_financial_validity,groth16,0.022374272999968525,0.2915890939998462,0.25428203600017696,0.5682454029999917,808,3,True,,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:37:02.784505+00:00,measured,1,2,1,separate_valid_limit_16,separate,valid_limit_b16,baseline,unbound,2,operating_limit_16,operating_limit,groth16,0.022866660999852684,0.3072345909999967,0.269428507999919,0.5995297599997684,806,12,True,,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:37:03.715319+00:00,measured,1,2,2,linked_token_bundle_monolithic_32_depth_16,monolithic,token_bundle_b32_d16,commitment_linked,tx_tag,1,linked_token_bundle_monolithic_32_depth_16,token_policy_bundle,groth16,0.06586174699987168,0.5716223899999022,0.29049721399996997,0.9279813509997439,805,342,True,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:37:04.408656+00:00,measured,1,2,3,linked_account_budget_monolithic_32,monolithic,account_budget_b32,commitment_linked,tx_tag,1,linked_account_budget_monolithic_32,account_policy_with_privacy_budget,groth16,0.06610919899981127,0.3534983669999292,0.27280004099998223,0.6924076069997227,803,111,True,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:37:06.163690+00:00,measured,1,2,4,separate_account_core_16,separate,account_core_b16,baseline,unbound,1,local_financial_validity_16,local_financial_validity,groth16,0.022006592000025194,0.27316786299979867,0.2671129010000186,0.5622873559998425,805,3,True,,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:37:06.163690+00:00,measured,1,2,4,separate_account_core_16,separate,account_core_b16,baseline,unbound,2,state_transition_and_conservation_16,state_transition_and_conservation,groth16,0.0270748560001266,0.3246625040001163,0.263348169999972,0.6150855300002149,806,3,True,,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:37:06.163690+00:00,measured,1,2,4,separate_account_core_16,separate,account_core_b16,baseline,unbound,3,operating_limit_16,operating_limit,groth16,0.021418986000071527,0.2992653660000997,0.2545953129999816,0.5752796650001528,807,12,True,,ok,
